"name","id","lat","lon","cumulative_revenue","design_capacity","fee_effective_date","rates","location","capital_cost","project_type","date_fee_notification","date_commercial_operation","fee_rule","concessions_period","traffic_per_day","target_traffic_per_day","contractor_name","contact_details"
"Gurapalli",166,19.638154,85.140017,122.15,"40000","01-04-2020","{""car_single"":null,""car_multi"":125,""car_monthly"":2765,""lcv_single"":null,""lcv_multi"":200,""lcv_monthly"":4465,""bus_multi"":420,""bus_monthly"":9355,""multiaxle_single"":305,""multiaxle_multi"":460,""multiaxle_monthly"":10205,""hcm_single"":440,""hcm_multi"":660,""hcm_monthly"":14670,""four_six_axle_single"":440,""four_six_axle_multi"":660,""four_six_axle_monthly"":14670,""seven_plus_axle_single"":535,""seven_plus_axle_multi"":805,""seven_plus_axle_monthly"":17860}","<b style='color:#22A7EA'>Gurapalli</b><br/><b> </b> Sonu Kumar","231.28","Public Funded","26-02-2013","21-03-2013","2008 as amended","11.03.16 - 10.03.17",25917,,"Sonu Kumar","Umesh Chandra Mohanty / 9937374228"
"Srirampur",168,20.678864,86.165581,81.85,"40000","01-04-2020","{""car_single"":null,""car_multi"":185,""car_monthly"":4130,""lcv_single"":null,""lcv_multi"":300,""lcv_monthly"":6675,""bus_multi"":630,""bus_monthly"":13985,""multiaxle_single"":460,""multiaxle_multi"":685,""multiaxle_monthly"":15260,""hcm_single"":660,""hcm_multi"":985,""hcm_monthly"":21935,""four_six_axle_single"":660,""four_six_axle_multi"":985,""four_six_axle_monthly"":21935,""seven_plus_axle_single"":800,""seven_plus_axle_multi"":1200,""seven_plus_axle_monthly"":26700}","<b style='color:#22A7EA'>Srirampur</b><br/><b> </b> M/s Sh. Bholanath Rajpati Shukla","586.92","Public Funded","24-05-2013","04-07-2009","2008 as amended with transition","09.08.16 - 09.08.17",15974,,"M/s Sh. Bholanath Rajpati Shukla","Pravakar Panda / 8018428299"
"Gudipada (Old Gangapada)",169,20.20348,85.668597,223.33,"40000","01-04-2020","{""car_single"":null,""car_multi"":110,""car_monthly"":2425,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3915,""bus_multi"":370,""bus_monthly"":8200,""multiaxle_single"":270,""multiaxle_multi"":405,""multiaxle_monthly"":8950,""hcm_single"":385,""hcm_multi"":580,""hcm_monthly"":12865,""four_six_axle_single"":385,""four_six_axle_multi"":580,""four_six_axle_monthly"":12865,""seven_plus_axle_single"":470,""seven_plus_axle_multi"":705,""seven_plus_axle_monthly"":15660}","<b style='color:#22A7EA'>Gudipada (Old Gangapada)</b><br/><b> </b> Bholanath Rajpati Shukla","385.83","Public Funded","12-12-2014","02-02-2009","2008 as amended with transition","05.10.16 - 05.10.17",27783,,"Bholanath Rajpati Shukla","Uttam Sharama / 9752384717"
"Sergarh",170,21.429889,86.836645,193.35,"40000","01-04-2019","{""car_single"":null,""car_multi"":90,""car_monthly"":1990,""lcv_single"":null,""lcv_multi"":145,""lcv_monthly"":3215,""bus_multi"":305,""bus_monthly"":6735,""multiaxle_single"":220,""multiaxle_multi"":330,""multiaxle_monthly"":7345,""hcm_single"":315,""hcm_multi"":475,""hcm_monthly"":10560,""four_six_axle_single"":315,""four_six_axle_multi"":475,""four_six_axle_monthly"":10560,""seven_plus_axle_single"":385,""seven_plus_axle_multi"":580,""seven_plus_axle_monthly"":12855}","<b style='color:#22A7EA'>Sergarh</b><br/><b> </b> Bholanath Rajpati Shukla","444.83","Public Funded","30-08-2011","16-01-2012","2008 as amended","19.04.16 - 19.04.17",33232,40000,"Bholanath Rajpati Shukla","Tamala Ch. Choudhary / 7718840550"
"Panikholi",171,20.897746,86.21625,296.49,"40000","01-04-2019","{""car_single"":null,""car_multi"":130,""car_monthly"":2840,""lcv_single"":null,""lcv_multi"":205,""lcv_monthly"":4585,""bus_multi"":435,""bus_monthly"":9610,""multiaxle_single"":315,""multiaxle_multi"":470,""multiaxle_monthly"":10485,""hcm_single"":450,""hcm_multi"":680,""hcm_monthly"":15075,""four_six_axle_single"":450,""four_six_axle_multi"":680,""four_six_axle_monthly"":15075,""seven_plus_axle_single"":550,""seven_plus_axle_multi"":825,""seven_plus_axle_monthly"":18350}","<b style='color:#22A7EA'>Panikholi</b><br/><b> </b> M/s Sahakar Global Ltd","372.00","Public Funded","14-12-2012","16-07-2008","2008 as amended with transition","11.07.16 - 11.07.17",29585,40000,"M/s Sahakar Global Ltd","Ravi Singh / 7895870302"
"Manguli",172,20.540387,85.96387,392.25,"120000","01-04-2020","{""car_single"":null,""car_multi"":180,""car_monthly"":3980,""lcv_single"":null,""lcv_multi"":280,""lcv_monthly"":6270,""bus_multi"":580,""bus_monthly"":12930,""multiaxle_single"":600,""multiaxle_multi"":900,""multiaxle_monthly"":19965,""hcm_single"":600,""hcm_multi"":900,""hcm_monthly"":19965,""four_six_axle_single"":600,""four_six_axle_multi"":900,""four_six_axle_monthly"":19965,""seven_plus_axle_single"":750,""seven_plus_axle_multi"":1130,""seven_plus_axle_monthly"":25070}","<b style='color:#22A7EA'>Manguli</b><br/><b> </b> M/s Shree Jagannath Expressways Pvt Ltd","1586.75","BOT (Toll)","19-10-2011","13-12-2011","2008","14.12.2011-13.12.2037",51293,56937,"M/s Shree Jagannath Expressways Pvt Ltd","Pravat Kumar Lenka / 9437565146"
"Krishnavaram",173,17.215448,82.1107,479.75,"10763","01-04-2020","{""car_single"":null,""car_multi"":130,""car_monthly"":2900,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4685,""bus_multi"":440,""bus_monthly"":9815,""multiaxle_single"":320,""multiaxle_multi"":480,""multiaxle_monthly"":10705,""hcm_single"":460,""hcm_multi"":695,""hcm_monthly"":15390,""four_six_axle_single"":460,""four_six_axle_multi"":695,""four_six_axle_monthly"":15390,""seven_plus_axle_single"":560,""seven_plus_axle_multi"":845,""seven_plus_axle_monthly"":18735}","<b style='color:#22A7EA'>Krishnavaram</b><br/><b> </b> Diwancheruvu Tollways Pvt Ltd","431.00","BOT (Toll)","26-07-2012","25-05-2005","2008 as amended with transition","01.03.16 - 28.02.17",39167,27578,"Diwancheruvu Tollways Pvt Ltd","Sri V Vidyasagar reddy / 9000052266"
"Rolmamda",174,19.28019,78.409222,161.11,"9893","01-04-2020","{""car_single"":null,""car_multi"":130,""car_monthly"":2885,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4665,""bus_multi"":440,""bus_monthly"":9770,""multiaxle_single"":320,""multiaxle_multi"":480,""multiaxle_monthly"":10660,""hcm_single"":460,""hcm_multi"":690,""hcm_monthly"":15320,""four_six_axle_single"":460,""four_six_axle_multi"":690,""four_six_axle_monthly"":15320,""seven_plus_axle_single"":560,""seven_plus_axle_multi"":840,""seven_plus_axle_monthly"":18650}","<b style='color:#22A7EA'>Rolmamda</b><br/><b> </b> M/s Sri Sai Enterprises","546.29","Public Funded","22-08-2012","18-09-2010","2008 as amended","06.02.16 - 05.02.17",15927,10092,"M/s Sri Sai Enterprises","ramanareddy / 9441927207"
"Manoharabad",175,17.801103,78.471683,276.65,"15148","01-04-2020","{""car_single"":null,""car_multi"":125,""car_monthly"":2765,""lcv_single"":null,""lcv_multi"":200,""lcv_monthly"":4470,""bus_multi"":420,""bus_monthly"":9365,""multiaxle_single"":305,""multiaxle_multi"":460,""multiaxle_monthly"":10220,""hcm_single"":440,""hcm_multi"":660,""hcm_monthly"":14690,""four_six_axle_single"":440,""four_six_axle_multi"":660,""four_six_axle_monthly"":14690,""seven_plus_axle_single"":535,""seven_plus_axle_multi"":805,""seven_plus_axle_monthly"":17880}","<b style='color:#22A7EA'>Manoharabad</b><br/><b> </b> Ms PSL Infratech Pvt. Ltd.","675.00","Public Funded","23-12-2015","01-02-2016","2008 as amended","01.05.16 - 01.05.17",23254,15785,"Ms PSL Infratech Pvt. Ltd.","Vipin singh / 9415603639"
"Gamjal",176,19.026592,78.362705,124.11,"11494","01-04-2020","{""car_single"":null,""car_multi"":75,""car_monthly"":1670,""lcv_single"":null,""lcv_multi"":120,""lcv_monthly"":2695,""bus_multi"":255,""bus_monthly"":5650,""multiaxle_single"":185,""multiaxle_multi"":275,""multiaxle_monthly"":6165,""hcm_single"":265,""hcm_multi"":400,""hcm_monthly"":8860,""four_six_axle_single"":265,""four_six_axle_multi"":400,""four_six_axle_monthly"":8860,""seven_plus_axle_single"":325,""seven_plus_axle_multi"":485,""seven_plus_axle_monthly"":10785}","<b style='color:#22A7EA'>Gamjal</b><br/><b> </b> M/s Inderdeep Construction Co.","271.73","Public Funded","06-08-2012","21-08-2009","2008 as amended","06.06.16 - 05.06.17",22857,15156,"M/s Inderdeep Construction Co.","Vijender / 9550513067"
"Pippalwada",177,19.781093,78.565772,98.87,"9778","01-04-2020","{""car_single"":null,""car_multi"":120,""car_monthly"":2695,""lcv_single"":null,""lcv_multi"":195,""lcv_monthly"":4355,""bus_multi"":410,""bus_monthly"":9125,""multiaxle_single"":300,""multiaxle_multi"":450,""multiaxle_monthly"":9955,""hcm_single"":430,""hcm_multi"":645,""hcm_monthly"":14310,""four_six_axle_single"":430,""four_six_axle_multi"":645,""four_six_axle_monthly"":14310,""seven_plus_axle_single"":525,""seven_plus_axle_multi"":785,""seven_plus_axle_monthly"":17420}","<b style='color:#22A7EA'>Pippalwada</b><br/><b> </b> Ms Sahakar Global Ltd.","360.42","Public Funded","20-12-2011","09-05-2012","2008 as amended","01.06.16 - 31.05.17",11242,9441,"Ms Sahakar Global Ltd.","Satish Sharma / 9505322600"
"Pundag",178,23.542635,85.503153,138.28,"40000","01-04-2020","{""car_single"":null,""car_multi"":155,""car_monthly"":3430,""lcv_single"":null,""lcv_multi"":250,""lcv_monthly"":5545,""bus_multi"":525,""bus_monthly"":11615,""multiaxle_single"":380,""multiaxle_multi"":570,""multiaxle_monthly"":12670,""hcm_single"":545,""hcm_multi"":820,""hcm_monthly"":18215,""four_six_axle_single"":545,""four_six_axle_multi"":820,""four_six_axle_monthly"":18215,""seven_plus_axle_single"":665,""seven_plus_axle_multi"":1000,""seven_plus_axle_monthly"":22175}","<b style='color:#22A7EA'>Pundag</b><br/><b> </b> Ms Sahakar Global Ltd.","625.07","Public Funded","23-08-2013","04-09-2013","2008 as amended","29.03.2016-29.03.2017",26974,19675,"Ms Sahakar Global Ltd.","Varun Kr. Mishra / 7033090642"
"Sikandra",179,26.944488,76.557567,603.93,"65","01-07-2019","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":350,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":350,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":350,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":350,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Sikandra</b><br/><b> </b> M/s Jaipur Mahua Tollway Pvt Ltd","483.00","BOT (Toll)","22-01-2008","31-03-2008","1997","23.03.2006-20.03.2031",37574,28517,"M/s Jaipur Mahua Tollway Pvt Ltd","Mukesh sharma / K.Ravi / 9828176944"
"Rajadhok",180,26.859184,76.105596,603.93,"65","01-07-2019","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":350,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":350,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":350,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":350,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Rajadhok</b><br/><b> </b> M/s Jaipur Mahua Tollway Pvt Ltd","483.00","BOT (Toll)","22-01-2008","31-03-2008","1997","23.03.2006-20.03.2031",27711,24914,"M/s Jaipur Mahua Tollway Pvt Ltd","Mr Amit Mathur / 9414250166"
"Amoli",181,27.101301,77.090874,334.27,"90","01-07-2019","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":245,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":245,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":245,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":245,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Amoli</b><br/><b> </b> M/s Madhucon Agra Jaipur Expressways Ltd","250.00","BOT (Toll)","06-02-2009","08-05-2009","1997","10.04.2006-09.04.2031",27352,,"M/s Madhucon Agra Jaipur Expressways Ltd","DEEPAK KULSHERTHA / 9694098868"
"Thikariya (Jaipur)",182,26.843328,75.615578,2329.24,"NA","01-07-2019","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":360,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":480,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":360,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":360,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Thikariya (Jaipur)</b><br/><b> </b> M/s GVK Jaipur Expressway Pvt Ltd","614.50","BOT (Toll)","20-12-2003","09-04-2005","1997","17.03.2003-16.03.2023",92678,,"M/s GVK Jaipur Expressway Pvt Ltd","Mr Vijay Singh / 8955409726"
"Barkheda (Chandlai)",183,26.68816,75.904726,1017.19,"60000","01-04-2020","{""car_single"":null,""car_multi"":150,""car_monthly"":3285,""lcv_single"":null,""lcv_multi"":235,""lcv_monthly"":5200,""bus_multi"":485,""bus_monthly"":10765,""multiaxle_single"":500,""multiaxle_multi"":750,""multiaxle_monthly"":16660,""hcm_single"":500,""hcm_multi"":750,""hcm_monthly"":16660,""four_six_axle_single"":500,""four_six_axle_multi"":750,""four_six_axle_monthly"":16660,""seven_plus_axle_single"":625,""seven_plus_axle_multi"":935,""seven_plus_axle_monthly"":20800}","<b style='color:#22A7EA'>Barkheda (Chandlai)</b><br/><b> </b> M/s IRB-Jaipur Deoli Tollway Private Ltd","1733.00","BOT (Toll)","01-03-2013","27-09-2013","2008","14.06.2010-13.06.2035",29410,30344,"M/s IRB-Jaipur Deoli Tollway Private Ltd","Sh.  Rajesh Kadam / 9549656839"
"Sonwa (Sonva)",184,26.109852,75.744832,332.77,"60000","01-04-2019","{""car_single"":null,""car_multi"":125,""car_monthly"":2800,""lcv_single"":null,""lcv_multi"":205,""lcv_monthly"":4525,""bus_multi"":425,""bus_monthly"":9480,""multiaxle_single"":445,""multiaxle_multi"":670,""multiaxle_monthly"":14865,""hcm_single"":445,""hcm_multi"":670,""hcm_monthly"":14865,""four_six_axle_single"":445,""four_six_axle_multi"":670,""four_six_axle_monthly"":14865,""seven_plus_axle_single"":545,""seven_plus_axle_multi"":815,""seven_plus_axle_monthly"":18100}","<b style='color:#22A7EA'>Sonwa (Sonva)</b><br/><b> </b> M/s IRB-Jaipur Deoli Tollway Pvt Ltd","1733.00","BOT (Toll)","08-03-2013","27-09-2013","2008","14.06.2010-13.06.2035",15453,30344,"M/s IRB-Jaipur Deoli Tollway Pvt Ltd","Sh.  Nand Kumar Kharbarde / 9549656840"
"Lambiya Kalan",185,25.5938407,74.5948394,151.62,"NA","01-04-2017","{""car_single"":null,""car_multi"":80,""car_monthly"":1765,""lcv_single"":null,""lcv_multi"":130,""lcv_monthly"":2850,""bus_multi"":270,""bus_monthly"":5970,""multiaxle_single"":195,""multiaxle_multi"":295,""multiaxle_monthly"":6510,""hcm_single"":280,""hcm_multi"":420,""hcm_monthly"":9360,""four_six_axle_single"":280,""four_six_axle_multi"":420,""four_six_axle_monthly"":9360,""seven_plus_axle_single"":340,""seven_plus_axle_multi"":515,""seven_plus_axle_monthly"":11395}","<b style='color:#22A7EA'>Lambiya Kalan</b><br/><b> </b> CG Tollway Pvt. Ltd.","1239.82","BOT (Toll)","07-11-2017","04-11-2017","2008 as amended with transition","13.05.2016  -  13.05.2017",1531,,"CG Tollway Pvt. Ltd.","Mr Shailesh Deshpande / 7400431387"
