"name","id","lat","lon","cumulative_revenue","design_capacity","fee_effective_date","rates","location","capital_cost","project_type","date_fee_notification","date_commercial_operation","fee_rule","concessions_period","traffic_per_day","target_traffic_per_day","contractor_name","contact_details"
"Gadanki",5770,13.478827,79.188024,0,0,"01-04-2021","{""car_single"":null,""car_multi"":130,""car_monthly"":2885,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4660,""bus_multi"":440,""bus_monthly"":9765,""multiaxle_single"":320,""multiaxle_multi"":480,""multiaxle_monthly"":10650,""hcm_single"":460,""hcm_multi"":690,""hcm_monthly"":15310,""four_six_axle_single"":460,""four_six_axle_multi"":690,""four_six_axle_monthly"":15310,""seven_plus_axle_single"":560,""seven_plus_axle_multi"":840,""seven_plus_axle_monthly"":18640}","<b style='color:#22A7EA'>Gadanki</b><br/><b> </b> Ms KNR Tirumala Infra Pvt Ltd",0,"Public Funded",,,,,,,,
"Lamber",5771,33.50381,75.18015,0,0,"01-04-2021","{""car_single"":null,""car_multi"":200,""car_monthly"":4400,""lcv_single"":null,""lcv_multi"":320,""lcv_monthly"":7110,""bus_multi"":670,""bus_monthly"":14895,""multiaxle_single"":490,""multiaxle_multi"":730,""multiaxle_monthly"":16250,""hcm_single"":700,""hcm_multi"":1050,""hcm_monthly"":23360,""four_six_axle_single"":700,""four_six_axle_multi"":1050,""four_six_axle_monthly"":23360,""seven_plus_axle_single"":855,""seven_plus_axle_multi"":1280,""seven_plus_axle_monthly"":28440}","<b style='color:#22A7EA'>Lamber</b><br/><b> </b> Ms Navayuga Quazigund Expressway Ltd",0,"Public Funded",,,,,,,,
"Ujroo",5772,33.5661,75.18689,0,0,"01-04-2021","{""car_single"":null,""car_multi"":200,""car_monthly"":4400,""lcv_single"":null,""lcv_multi"":320,""lcv_monthly"":7110,""bus_multi"":670,""bus_monthly"":14895,""multiaxle_single"":490,""multiaxle_multi"":730,""multiaxle_monthly"":16250,""hcm_single"":700,""hcm_multi"":1050,""hcm_monthly"":23360,""four_six_axle_single"":700,""four_six_axle_multi"":1050,""four_six_axle_monthly"":23360,""seven_plus_axle_single"":855,""seven_plus_axle_multi"":1280,""seven_plus_axle_monthly"":28440}","<b style='color:#22A7EA'>Ujroo</b><br/><b> </b> Ms Navayuga Quazigund Expressway Ltd",0,"Public Funded",,,,,,,,
"Panikauri",5773,26.573915,88.522596,0,0,"20-07-2021","{""car_single"":null,""car_multi"":110,""car_monthly"":2490,""lcv_single"":null,""lcv_multi"":180,""lcv_monthly"":4020,""bus_multi"":380,""bus_monthly"":8420,""multiaxle_single"":275,""multiaxle_multi"":415,""multiaxle_monthly"":9185,""hcm_single"":395,""hcm_multi"":595,""hcm_monthly"":13205,""four_six_axle_single"":395,""four_six_axle_multi"":595,""four_six_axle_monthly"":13205,""seven_plus_axle_single"":480,""seven_plus_axle_multi"":725,""seven_plus_axle_monthly"":16075}","<b style='color:#22A7EA'>Panikauri</b><br/><b> </b> Ms Topline Infra Projects Pvt. Ltd.",0,"Public Funded",,,,,,,,
"Husludanga",5774,26.5605725,88.9195854,0,0,"20-07-2021","{""car_single"":null,""car_multi"":85,""car_monthly"":1840,""lcv_single"":null,""lcv_multi"":135,""lcv_monthly"":2975,""bus_multi"":280,""bus_monthly"":6235,""multiaxle_single"":205,""multiaxle_multi"":305,""multiaxle_monthly"":6800,""hcm_single"":295,""hcm_multi"":440,""hcm_monthly"":9780,""four_six_axle_single"":295,""four_six_axle_multi"":440,""four_six_axle_monthly"":9780,""seven_plus_axle_single"":355,""seven_plus_axle_multi"":535,""seven_plus_axle_monthly"":11905}","<b style='color:#22A7EA'>Husludanga</b><br/><b> </b> Ms Kalyan Toll Infrastructure Ltd.",0,"Public Funded",,,,,,,,
"Banglore  Neelamangla",5775,13.07541,77.48594,0,0,"01-07-2021","{""car_single"":null,""car_multi"":35,""car_monthly"":725,""lcv_single"":null,""lcv_multi"":60,""lcv_monthly"":1210,""bus_multi"":125,""bus_monthly"":2480,""multiaxle_single"":null,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":135,""hcm_multi"":200,""hcm_monthly"":3995,""four_six_axle_single"":null,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Banglore  Neelamangla</b><br/><b> </b> Ms Navayuga Bengalooru Tollway Private Limited",0,"BOT (Toll)",,,,,,,,
"Golhaura",5776,27.443591,82.924243,0,0,"01-04-2021","{""car_single"":null,""car_multi"":40,""car_monthly"":875,""lcv_single"":null,""lcv_multi"":65,""lcv_monthly"":1410,""bus_multi"":135,""bus_monthly"":2955,""multiaxle_single"":95,""multiaxle_multi"":145,""multiaxle_monthly"":3225,""hcm_single"":140,""hcm_multi"":210,""hcm_monthly"":4635,""four_six_axle_single"":140,""four_six_axle_multi"":210,""four_six_axle_monthly"":4635,""seven_plus_axle_single"":170,""seven_plus_axle_multi"":255,""seven_plus_axle_monthly"":5645}","<b style='color:#22A7EA'>Golhaura</b><br/><b> </b> Ms Surya International Pvt.Ltd.",0,"Public Funded",,,,,,,,
"Mauhari",5777,24.577226,80.690857,0,0,"01-04-2021","{""car_single"":null,""car_multi"":60,""car_monthly"":1370,""lcv_single"":null,""lcv_multi"":100,""lcv_monthly"":2210,""bus_multi"":210,""bus_monthly"":4630,""multiaxle_single"":150,""multiaxle_multi"":225,""multiaxle_monthly"":5055,""hcm_single"":220,""hcm_multi"":325,""hcm_monthly"":7265,""four_six_axle_single"":220,""four_six_axle_multi"":325,""four_six_axle_monthly"":7265,""seven_plus_axle_single"":265,""seven_plus_axle_multi"":400,""seven_plus_axle_monthly"":8845}","<b style='color:#22A7EA'>Mauhari</b><br/><b> </b> Ms Jabalpur Tolls",0,"Public Funded",,,,,,,,
"Devgaon",5778,24.779103,79.828395,0,0,"01-04-2021","{""car_single"":null,""car_multi"":90,""car_monthly"":2025,""lcv_single"":null,""lcv_multi"":145,""lcv_monthly"":3275,""bus_multi"":310,""bus_monthly"":6860,""multiaxle_single"":225,""multiaxle_multi"":335,""multiaxle_monthly"":7485,""hcm_single"":325,""hcm_multi"":485,""hcm_monthly"":10760,""four_six_axle_single"":325,""four_six_axle_multi"":485,""four_six_axle_monthly"":10760,""seven_plus_axle_single"":395,""seven_plus_axle_multi"":590,""seven_plus_axle_monthly"":13100}","<b style='color:#22A7EA'>Devgaon</b><br/><b> </b> Vinod Kumar Malik",0,"Public Funded",,,,,,,,
"Toda",5779,25.2426039,85.7863632,0,0,"01-04-2021","{""car_single"":null,""car_multi"":65,""car_monthly"":1500,""lcv_single"":null,""lcv_multi"":110,""lcv_monthly"":2420,""bus_multi"":230,""bus_monthly"":5070,""multiaxle_single"":165,""multiaxle_multi"":250,""multiaxle_monthly"":5530,""hcm_single"":240,""hcm_multi"":360,""hcm_monthly"":7950,""four_six_axle_single"":240,""four_six_axle_multi"":360,""four_six_axle_monthly"":7950,""seven_plus_axle_single"":290,""seven_plus_axle_multi"":435,""seven_plus_axle_monthly"":9675}","<b style='color:#22A7EA'>Toda</b><br/><b> </b> Suresh Chandra Agarwal",0,"Public Funded",,,,,,,,
"Padmanavpur",5780,21.62325,86.925376,0,0,"06-04-2021","{""car_single"":null,""car_multi"":80,""car_monthly"":1725,""lcv_single"":null,""lcv_multi"":125,""lcv_monthly"":2785,""bus_multi"":265,""bus_monthly"":5840,""multiaxle_single"":190,""multiaxle_multi"":285,""multiaxle_monthly"":6370,""hcm_single"":275,""hcm_multi"":410,""hcm_monthly"":9155,""four_six_axle_single"":275,""four_six_axle_multi"":410,""four_six_axle_monthly"":9155,""seven_plus_axle_single"":335,""seven_plus_axle_multi"":500,""seven_plus_axle_monthly"":11145}","<b style='color:#22A7EA'>Padmanavpur</b><br/><b> </b> Sanjay Kumar Agrawalla",0,"Public Funded",,,,,,,,
"Sukhuapada",5781,22.07456,86.643509,0,0,"06-04-2021","{""car_single"":null,""car_multi"":65,""car_monthly"":1430,""lcv_single"":null,""lcv_multi"":105,""lcv_monthly"":2315,""bus_multi"":220,""bus_monthly"":4845,""multiaxle_single"":160,""multiaxle_multi"":240,""multiaxle_monthly"":5290,""hcm_single"":230,""hcm_multi"":340,""hcm_monthly"":7600,""four_six_axle_single"":230,""four_six_axle_multi"":340,""four_six_axle_monthly"":7600,""seven_plus_axle_single"":280,""seven_plus_axle_multi"":415,""seven_plus_axle_monthly"":9255}","<b style='color:#22A7EA'>Sukhuapada</b><br/><b> </b> Ms Sahakar Global Ltd.",0,"Public Funded",,,,,,,,
"Kollam",5783,8.92166,76.57579,0,0,"01-04-2021","{""car_single"":null,""car_multi"":35,""car_monthly"":805,""lcv_single"":null,""lcv_multi"":60,""lcv_monthly"":1300,""bus_multi"":125,""bus_monthly"":2725,""multiaxle_single"":90,""multiaxle_multi"":135,""multiaxle_monthly"":2970,""hcm_single"":130,""hcm_multi"":190,""hcm_monthly"":4275,""four_six_axle_single"":130,""four_six_axle_multi"":190,""four_six_axle_monthly"":4275,""seven_plus_axle_single"":155,""seven_plus_axle_multi"":235,""seven_plus_axle_monthly"":5200}","<b style='color:#22A7EA'>Kollam</b><br/><b> </b> Kanwar Singh Yadav",0,"Public Funded",,,,,,,,
"Mandwara",5784,22.050977,75.1191572,0,0,"21-08-2021","{""car_single"":null,""car_multi"":45,""car_monthly"":950,""lcv_single"":null,""lcv_multi"":70,""lcv_monthly"":1535,""bus_multi"":145,""bus_monthly"":3210,""multiaxle_single"":105,""multiaxle_multi"":160,""multiaxle_monthly"":3505,""hcm_single"":150,""hcm_multi"":225,""hcm_monthly"":5035,""four_six_axle_single"":150,""four_six_axle_multi"":225,""four_six_axle_monthly"":5035,""seven_plus_axle_single"":185,""seven_plus_axle_multi"":275,""seven_plus_axle_monthly"":6130}","<b style='color:#22A7EA'>Mandwara</b><br/><b> </b> PUSPA RAI",0,"Public Funded",,,,,,,,
"Nashirabad",5785,21.016609,75.684364,0,0,"15-09-2021","{""car_single"":null,""car_multi"":130,""car_monthly"":2885,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4660,""bus_multi"":440,""bus_monthly"":9760,""multiaxle_single"":320,""multiaxle_multi"":480,""multiaxle_monthly"":10645,""hcm_single"":460,""hcm_multi"":690,""hcm_monthly"":15305,""four_six_axle_single"":460,""four_six_axle_multi"":690,""four_six_axle_monthly"":15305,""seven_plus_axle_single"":560,""seven_plus_axle_multi"":840,""seven_plus_axle_monthly"":18630}","<b style='color:#22A7EA'>Nashirabad</b><br/><b> </b> Ms Coral Associates",0,"Public Funded",,,,,,,,
"Fekari",5786,21.040041,75.829323,0,0,"01-12-2020","{""car_single"":null,""car_multi"":22.5,""car_monthly"":450,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":60,""bus_monthly"":1200,""multiaxle_single"":65,""multiaxle_multi"":97.5,""multiaxle_monthly"":1950,""hcm_single"":65,""hcm_multi"":97.5,""hcm_monthly"":1950,""four_six_axle_single"":65,""four_six_axle_multi"":97.5,""four_six_axle_monthly"":1950,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Fekari</b><br/><b> </b> Fekari Infrastructure Pvt. Ltd.",0,"BOT (Toll)",,,,,,,,
"Kachkoot",5787,33.87457,75.04281,0,0,"01-04-2021","{""car_single"":null,""car_multi"":140,""car_monthly"":3065,""lcv_single"":null,""lcv_multi"":225,""lcv_monthly"":4950,""bus_multi"":465,""bus_monthly"":10370,""multiaxle_single"":340,""multiaxle_multi"":510,""multiaxle_monthly"":11315,""hcm_single"":490,""hcm_multi"":730,""hcm_monthly"":16265,""four_six_axle_single"":490,""four_six_axle_multi"":730,""four_six_axle_monthly"":16265,""seven_plus_axle_single"":595,""seven_plus_axle_multi"":890,""seven_plus_axle_monthly"":19800}","<b style='color:#22A7EA'>Kachkoot</b><br/><b> </b> Ms Choudhary Power Project Pvt. Ltd.",0,"Public Funded",,,,,,,,
"Vaddipalli",5788,14.67048,77.45172,0,0,"01-04-2021","{""car_single"":null,""car_multi"":70,""car_monthly"":1535,""lcv_single"":null,""lcv_multi"":110,""lcv_monthly"":2480,""bus_multi"":235,""bus_monthly"":5200,""multiaxle_single"":170,""multiaxle_multi"":255,""multiaxle_monthly"":5670,""hcm_single"":245,""hcm_multi"":365,""hcm_monthly"":8155,""four_six_axle_single"":245,""four_six_axle_multi"":365,""four_six_axle_monthly"":8155,""seven_plus_axle_single"":300,""seven_plus_axle_multi"":445,""seven_plus_axle_monthly"":9925}","<b style='color:#22A7EA'>Vaddipalli</b><br/><b> </b> Ms. Coral Associates",0,"Public Funded",,,,,,,,
"Semraraja",5789,27.144604,83.562172,0,0,"01-04-2021","{""car_single"":null,""car_multi"":35,""car_monthly"":815,""lcv_single"":null,""lcv_multi"":60,""lcv_monthly"":1315,""bus_multi"":125,""bus_monthly"":2760,""multiaxle_single"":90,""multiaxle_multi"":135,""multiaxle_monthly"":3010,""hcm_single"":130,""hcm_multi"":195,""hcm_monthly"":4330,""four_six_axle_single"":130,""four_six_axle_multi"":195,""four_six_axle_monthly"":4330,""seven_plus_axle_single"":160,""seven_plus_axle_multi"":235,""seven_plus_axle_monthly"":5270}","<b style='color:#22A7EA'>Semraraja</b><br/><b> </b> Devendra Kumar",0,"Public Funded",,,,,,,,
"Kaithi",5790,25.494937,83.147623,0,0,"09-10-2021","{""car_single"":null,""car_multi"":180,""car_monthly"":3950,""lcv_single"":null,""lcv_multi"":285,""lcv_monthly"":6380,""bus_multi"":600,""bus_monthly"":13370,""multiaxle_single"":440,""multiaxle_multi"":660,""multiaxle_monthly"":14585,""hcm_single"":630,""hcm_multi"":945,""hcm_monthly"":20965,""four_six_axle_single"":630,""four_six_axle_multi"":945,""four_six_axle_monthly"":20965,""seven_plus_axle_single"":765,""seven_plus_axle_multi"":1150,""seven_plus_axle_monthly"":25520}","<b style='color:#22A7EA'>Kaithi</b><br/><b> </b> Bholanath Rajpati Shukla",0,"Public Funded",,,,,,,,
"Balachera",5791,24.946554,92.756124,0,0,"01-04-2021","{""car_single"":null,""car_multi"":55,""car_monthly"":1195,""lcv_single"":null,""lcv_multi"":85,""lcv_monthly"":1935,""bus_multi"":180,""bus_monthly"":4050,""multiaxle_single"":135,""multiaxle_multi"":200,""multiaxle_monthly"":4420,""hcm_single"":190,""hcm_multi"":285,""hcm_monthly"":6350,""four_six_axle_single"":190,""four_six_axle_multi"":285,""four_six_axle_monthly"":6350,""seven_plus_axle_single"":230,""seven_plus_axle_multi"":350,""seven_plus_axle_monthly"":7730}","<b style='color:#22A7EA'>Balachera</b><br/><b> </b> Ms Laxmi Motors",0,"Public Funded",,,,,,,,
"Vishankheda",5792,23.022194,77.570611,0,0,"19-09-2021","{""car_single"":null,""car_multi"":50,""car_monthly"":1100,""lcv_single"":null,""lcv_multi"":80,""lcv_monthly"":1780,""bus_multi"":170,""bus_monthly"":3725,""multiaxle_single"":120,""multiaxle_multi"":185,""multiaxle_monthly"":4065,""hcm_single"":175,""hcm_multi"":265,""hcm_monthly"":5845,""four_six_axle_single"":175,""four_six_axle_multi"":265,""four_six_axle_monthly"":5845,""seven_plus_axle_single"":215,""seven_plus_axle_multi"":320,""seven_plus_axle_monthly"":7115}","<b style='color:#22A7EA'>Vishankheda</b><br/><b> </b> Ms CDS Infra Projects Limited",0,"Public Funded",,,,,,,,
"Bagwada",5793,22.781523,77.733774,0,0,"10-11-2021","{""car_single"":null,""car_multi"":145,""car_monthly"":3205,""lcv_single"":null,""lcv_multi"":235,""lcv_monthly"":5180,""bus_multi"":490,""bus_monthly"":10850,""multiaxle_single"":355,""multiaxle_multi"":535,""multiaxle_monthly"":11840,""hcm_single"":510,""hcm_multi"":765,""hcm_monthly"":17015,""four_six_axle_single"":510,""four_six_axle_multi"":765,""four_six_axle_monthly"":17015,""seven_plus_axle_single"":620,""seven_plus_axle_multi"":930,""seven_plus_axle_monthly"":20715}","<b style='color:#22A7EA'>Bagwada</b><br/><b> </b> Ms NKCCDS (JV)",0,"Public Funded",,,,,,,,
"Paraghat",5794,22.010617,82.323591,0,0,"01-04-2021","{""car_single"":null,""car_multi"":95,""car_monthly"":2155,""lcv_single"":null,""lcv_multi"":155,""lcv_monthly"":3480,""bus_multi"":330,""bus_monthly"":7290,""multiaxle_single"":220,""multiaxle_multi"":330,""multiaxle_monthly"":7290,""hcm_single"":345,""hcm_multi"":515,""hcm_monthly"":11435,""four_six_axle_single"":345,""four_six_axle_multi"":515,""four_six_axle_monthly"":11435,""seven_plus_axle_single"":420,""seven_plus_axle_multi"":625,""seven_plus_axle_monthly"":13920}","<b style='color:#22A7EA'>Paraghat</b><br/><b> </b> Ms A K Construction",0,"Public Funded",,,,,,,,
"Jagatpur Patti",5795,29.244179,78.884934,0,0,"01-04-2021","{""car_single"":null,""car_multi"":120,""car_monthly"":2620,""lcv_single"":null,""lcv_multi"":190,""lcv_monthly"":4235,""bus_multi"":400,""bus_monthly"":8870,""multiaxle_single"":290,""multiaxle_multi"":435,""multiaxle_monthly"":9675,""hcm_single"":415,""hcm_multi"":625,""hcm_monthly"":13910,""four_six_axle_single"":415,""four_six_axle_multi"":625,""four_six_axle_monthly"":13910,""seven_plus_axle_single"":510,""seven_plus_axle_multi"":760,""seven_plus_axle_monthly"":16935}","<b style='color:#22A7EA'>Jagatpur Patti</b><br/><b> </b> PNC Infratech Ltd.",0,"Public Funded",,,,,,,,
"Edalhatu",5796,23.180503,85.57528,0,0,"05-11-2021","{""car_single"":null,""car_multi"":150,""car_monthly"":3350,""lcv_single"":null,""lcv_multi"":245,""lcv_monthly"":5410,""bus_multi"":510,""bus_monthly"":11335,""multiaxle_single"":370,""multiaxle_multi"":555,""multiaxle_monthly"":12365,""hcm_single"":535,""hcm_multi"":800,""hcm_monthly"":17770,""four_six_axle_single"":535,""four_six_axle_multi"":800,""four_six_axle_monthly"":17770,""seven_plus_axle_single"":650,""seven_plus_axle_multi"":975,""seven_plus_axle_monthly"":21635}","<b style='color:#22A7EA'>Edalhatu</b><br/><b> </b> Ms Eagle Infra India Ltd.",0,"Public Funded",,,,,,,,
"Chitlapalli",5797,17.078508,77.581042,0,0,"21-12-2021","{""car_single"":null,""car_multi"":85,""car_monthly"":1915,""lcv_single"":null,""lcv_multi"":140,""lcv_monthly"":3095,""bus_multi"":290,""bus_monthly"":6490,""multiaxle_single"":210,""multiaxle_multi"":320,""multiaxle_monthly"":7080,""hcm_single"":305,""hcm_multi"":460,""hcm_monthly"":10175,""four_six_axle_single"":305,""four_six_axle_multi"":460,""four_six_axle_monthly"":10175,""seven_plus_axle_single"":370,""seven_plus_axle_multi"":555,""seven_plus_axle_monthly"":12385}","<b style='color:#22A7EA'>Chitlapalli</b><br/><b> </b> Ms. SSRSRK (JV)",0,"Public Funded",,,,,,,,
"Munnanur",5798,16.74527,78.2858,0,0,"23-12-2021","{""car_single"":null,""car_multi"":60,""car_monthly"":1340,""lcv_single"":null,""lcv_multi"":95,""lcv_monthly"":2165,""bus_multi"":205,""bus_monthly"":4535,""multiaxle_single"":150,""multiaxle_multi"":225,""multiaxle_monthly"":4950,""hcm_single"":215,""hcm_multi"":320,""hcm_monthly"":7110,""four_six_axle_single"":215,""four_six_axle_multi"":320,""four_six_axle_monthly"":7110,""seven_plus_axle_single"":260,""seven_plus_axle_multi"":390,""seven_plus_axle_monthly"":8660}","<b style='color:#22A7EA'>Munnanur</b><br/><b> </b> Ms. APPLVDB (JV)",0,"Public Funded",,,,,,,,
"Gummadidala",5799,17.673312,78.371721,0,0,"17-12-2021","{""car_single"":null,""car_multi"":90,""car_monthly"":2005,""lcv_single"":null,""lcv_multi"":145,""lcv_monthly"":3235,""bus_multi"":305,""bus_monthly"":6785,""multiaxle_single"":220,""multiaxle_multi"":335,""multiaxle_monthly"":7400,""hcm_single"":320,""hcm_multi"":480,""hcm_monthly"":10635,""four_six_axle_single"":320,""four_six_axle_multi"":480,""four_six_axle_monthly"":10635,""seven_plus_axle_single"":390,""seven_plus_axle_multi"":585,""seven_plus_axle_monthly"":12950}","<b style='color:#22A7EA'>Gummadidala</b><br/><b> </b> Ms. BSLMI (JV)",0,"Public Funded",,,,,,,,
"Bahadrabad",5800,29.923433,78.021434,0,0,"01-04-2021","{""car_single"":null,""car_multi"":130,""car_monthly"":2870,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4640,""bus_multi"":435,""bus_monthly"":9720,""multiaxle_single"":320,""multiaxle_multi"":475,""multiaxle_monthly"":10605,""hcm_single"":455,""hcm_multi"":685,""hcm_monthly"":15245,""four_six_axle_single"":455,""four_six_axle_multi"":685,""four_six_axle_monthly"":15245,""seven_plus_axle_single"":555,""seven_plus_axle_multi"":835,""seven_plus_axle_monthly"":18555}","<b style='color:#22A7EA'>Bahadrabad</b><br/><b> </b> Ms Sam (India) Builtwell Pvt. Ltd.",0,"Public Funded",,,,,,,,
"Keezhkuppam",5804,11.576895,78.936138,0,0,"18-12-2021","{""car_single"":null,""car_multi"":60,""car_monthly"":1315,""lcv_single"":null,""lcv_multi"":95,""lcv_monthly"":2120,""bus_multi"":200,""bus_monthly"":4445,""multiaxle_single"":145,""multiaxle_multi"":220,""multiaxle_monthly"":4850,""hcm_single"":210,""hcm_multi"":315,""hcm_monthly"":6970,""four_six_axle_single"":210,""four_six_axle_multi"":315,""four_six_axle_monthly"":6970,""seven_plus_axle_single"":255,""seven_plus_axle_multi"":380,""seven_plus_axle_monthly"":8485}","<b style='color:#22A7EA'>Keezhkuppam</b><br/><b> </b> Ms.Karnataka Commercial  Industrial Corporation Private Limited",0,"Public Funded",,,,,,,,
"qq",5805,12,12,0,0,"01-01-1980","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":null,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":null,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":null,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>qq</b><br/><b> </b> 12",0,"Public Funded",,,,,,,,
